承認番号,販売名,原始主成分,標準化成分,同義詞,drugbank_id,映射成功
610408156,ウチダのビャクジュツ末Ｍ,ｳﾁﾀﾞﾉﾋﾞｬｸｼﾞｭﾂﾏﾂM,ｳﾁﾀﾞﾉﾋﾞｬｸｼﾞｭﾂﾏﾂM,,,False
610408157,ウチダのビンロウジＭ,ｳﾁﾀﾞﾉﾋﾞﾝﾛｳｼﾞM,ｳﾁﾀﾞﾉﾋﾞﾝﾛｳｼﾞM,,,False
610408158,ウチダのブクリョウＭ,ｳﾁﾀﾞﾉﾌﾞｸﾘｮｳM,ｳﾁﾀﾞﾉﾌﾞｸﾘｮｳM,,,False
610408159,ウチダのブクリョウ末Ｍ,ｳﾁﾀﾞﾉﾌﾞｸﾘｮｳﾏﾂM,ｳﾁﾀﾞﾉﾌﾞｸﾘｮｳﾏﾂM,,,False
610408161,ウチダのボウイＭ,ｳﾁﾀﾞﾉﾎﾞｳｲM,ｳﾁﾀﾞﾉﾎﾞｳｲM,,,False
610408162,ウチダのボウコンＭ,ｳﾁﾀﾞﾉﾎﾞｳｺﾝM,ｳﾁﾀﾞﾉﾎﾞｳｺﾝM,,,False
610408163,ウチダのボウフウＭ,ｳﾁﾀﾞﾉﾎﾞｳﾌｳM,ｳﾁﾀﾞﾉﾎﾞｳﾌｳM,,,False
610408164,ウチダのボタンピＭ,ｳﾁﾀﾞﾉﾎﾞﾀﾝﾋﾟM,ｳﾁﾀﾞﾉﾎﾞﾀﾝﾋﾟM,,,False
610408165,ウチダのボタンピ末Ｍ,ｳﾁﾀﾞﾉﾎﾞﾀﾝﾋﾟﾏﾂM,ｳﾁﾀﾞﾉﾎﾞﾀﾝﾋﾟﾏﾂM,,,False
610408166,ウチダのボレイＭ,ｳﾁﾀﾞﾉﾎﾞﾚｲM,ｳﾁﾀﾞﾉﾎﾞﾚｲM,,,False
610408167,ウチダのボレイ末Ｍ,ｳﾁﾀﾞﾉﾎﾞﾚｲﾏﾂM,ｳﾁﾀﾞﾉﾎﾞﾚｲﾏﾂM,,,False
610408264,タンニン酸アルブミン「三恵」,ﾀﾝﾆﾝ,ﾀﾝﾆﾝ,,,False
610408274,ツムラの生薬ウイキョウ,ﾂﾑﾗﾉｼｮｳﾔｸｳｲｷｮｳ,ﾂﾑﾗﾉｼｮｳﾔｸｳｲｷｮｳ,,,False
610408275,ツムラの生薬エンゴサク,ﾂﾑﾗﾉｼｮｳﾔｸｴﾝｺﾞｻｸ,ﾂﾑﾗﾉｼｮｳﾔｸｴﾝｺﾞｻｸ,,,False
610408276,ツムラの生薬オウレン,ﾂﾑﾗﾉｼｮｳﾔｸｵｳﾚﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｵｳﾚﾝ,,,False
610408277,ツムラの生薬オウギ,ﾂﾑﾗﾉｼｮｳﾔｸｵｳｷﾞ,ﾂﾑﾗﾉｼｮｳﾔｸｵｳｷﾞ,,,False
610408278,ツムラの生薬オウゴン,ﾂﾑﾗﾉｼｮｳﾔｸｵｳｺﾞﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｵｳｺﾞﾝ,,,False
610408279,ツムラの生薬オウバク,ﾂﾑﾗﾉｼｮｳﾔｸｵｳﾊﾞｸ,ﾂﾑﾗﾉｼｮｳﾔｸｵｳﾊﾞｸ,,,False
610408280,ツムラの生薬オンジ,ﾂﾑﾗﾉｼｮｳﾔｸｵﾝｼﾞ,ﾂﾑﾗﾉｼｮｳﾔｸｵﾝｼﾞ,,,False
610408281,ツムラの生薬カッコン,ﾂﾑﾗﾉｼｮｳﾔｸｶｯｺﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｶｯｺﾝ,,,False
610408282,ツムラの生薬カロコン,ﾂﾑﾗﾉｼｮｳﾔｸｶﾛｺﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｶﾛｺﾝ,,,False
610408283,ツムラの生薬カンゾウ,ﾂﾑﾗﾉｼｮｳﾔｸｶﾝｿﾞｳ,ﾂﾑﾗﾉｼｮｳﾔｸｶﾝｿﾞｳ,,,False
610408284,ツムラの生薬キョウニン,ﾂﾑﾗﾉｼｮｳﾔｸｷｮｳﾆﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｷｮｳﾆﾝ,,,False
610408285,ツムラの生薬キキョウ,ﾂﾑﾗﾉｼｮｳﾔｸｷｷｮｳ,ﾂﾑﾗﾉｼｮｳﾔｸｷｷｮｳ,,,False
610408286,ツムラの生薬キジツ,ﾂﾑﾗﾉｼｮｳﾔｸｷｼﾞﾂ,ﾂﾑﾗﾉｼｮｳﾔｸｷｼﾞﾂ,,,False
610408287,ツムラの生薬クジン,ﾂﾑﾗﾉｼｮｳﾔｸｸｼﾞﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｸｼﾞﾝ,,,False
610408288,ツムラの生薬ケイヒ,ﾂﾑﾗﾉｼｮｳﾔｸｹｲﾋ,ﾂﾑﾗﾉｼｮｳﾔｸｹｲﾋ,,,False
610408290,ツムラの生薬コウカ,ﾂﾑﾗﾉｼｮｳﾔｸｺｳｶ,ﾂﾑﾗﾉｼｮｳﾔｸｺｳｶ,,,False
610408291,ツムラの生薬コウブシ,ﾂﾑﾗﾉｼｮｳﾔｸｺｳﾌﾞｼ,ﾂﾑﾗﾉｼｮｳﾔｸｺｳﾌﾞｼ,,,False
610408292,ツムラの生薬コウボク,ﾂﾑﾗﾉｼｮｳﾔｸｺｳﾎﾞｸ,ﾂﾑﾗﾉｼｮｳﾔｸｺｳﾎﾞｸ,,,False
610408293,ツムラの生薬サイコ,ﾂﾑﾗﾉｼｮｳﾔｸｻｲｺ,ﾂﾑﾗﾉｼｮｳﾔｸｻｲｺ,,,False
610408294,ツムラの生薬サイシン,ﾂﾑﾗﾉｼｮｳﾔｸｻｲｼﾝ,ﾂﾑﾗﾉｼｮｳﾔｸｻｲｼﾝ,,,False
610408295,ツムラの生薬サンシュユ,ﾂﾑﾗﾉｼｮｳﾔｸ,ﾂﾑﾗﾉｼｮｳﾔｸ,,,False
610408296,ツムラの生薬サンショウ,ﾂﾑﾗﾉｼｮｳﾔｸ,ﾂﾑﾗﾉｼｮｳﾔｸ,,,False
610408297,ツムラの生薬サンシシ,ﾂﾑﾗﾉｼｮｳﾔｸ,ﾂﾑﾗﾉｼｮｳﾔｸ,,,False
610408298,ツムラの生薬サンヤク,ﾂﾑﾗﾉｼｮｳﾔｸ,ﾂﾑﾗﾉｼｮｳﾔｸ,,,False
610408299,ツムラの生薬シャクヤク,ﾂﾑﾗﾉｼｮｳﾔｸｼｬｸﾔｸ,ﾂﾑﾗﾉｼｮｳﾔｸｼｬｸﾔｸ,,,False
610408300,ツムラの生薬シャゼンシ,ﾂﾑﾗﾉｼｮｳﾔｸｼｬｾﾞﾝｼ,ﾂﾑﾗﾉｼｮｳﾔｸｼｬｾﾞﾝｼ,,,False
610408302,ツムラの生薬ショウキョウ,ﾂﾑﾗﾉｼｮｳﾔｸｼｮｳｷｮｳ,ﾂﾑﾗﾉｼｮｳﾔｸｼｮｳｷｮｳ,,,False
610408304,ツムラの生薬セッコウ,ﾂﾑﾗﾉｼｮｳﾔｸｾｯｺｳ,ﾂﾑﾗﾉｼｮｳﾔｸｾｯｺｳ,,,False
610408305,ツムラの生薬センキュウ,ﾂﾑﾗﾉｼｮｳﾔｸｾﾝｷｭｳ,ﾂﾑﾗﾉｼｮｳﾔｸｾﾝｷｭｳ,,,False
610408307,ツムラの生薬ソウハクヒ,ﾂﾑﾗﾉｼｮｳﾔｸｿｳﾊｸﾋ,ﾂﾑﾗﾉｼｮｳﾔｸｿｳﾊｸﾋ,,,False
610408308,ツムラの生薬ソウジュツ,ﾂﾑﾗﾉｼｮｳﾔｸｿｳｼﾞｭﾂ,ﾂﾑﾗﾉｼｮｳﾔｸｿｳｼﾞｭﾂ,,,False
610408309,ツムラの生薬ソヨウ,ﾂﾑﾗﾉｼｮｳﾔｸｿﾖｳ,ﾂﾑﾗﾉｼｮｳﾔｸｿﾖｳ,,,False
610408310,ツムラの生薬タイソウ,ﾂﾑﾗﾉｼｮｳﾔｸﾀｲｿｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾀｲｿｳ,,,False
610408311,ツムラの生薬タクシャ,ﾂﾑﾗﾉｼｮｳﾔｸﾀｸｼｬ,ﾂﾑﾗﾉｼｮｳﾔｸﾀｸｼｬ,,,False
610408312,ツムラの生薬チョウジ,ﾂﾑﾗﾉｼｮｳﾔｸﾁｮｳｼﾞ,ﾂﾑﾗﾉｼｮｳﾔｸﾁｮｳｼﾞ,,,False
610408313,ツムラの生薬チョレイ,ﾂﾑﾗﾉｼｮｳﾔｸﾁｮﾚｲ,ﾂﾑﾗﾉｼｮｳﾔｸﾁｮﾚｲ,,,False
610408314,ツムラの生薬チモ,ﾂﾑﾗﾉｼｮｳﾔｸﾁﾓ,ﾂﾑﾗﾉｼｮｳﾔｸﾁﾓ,,,False
610408315,ツムラの生薬チンピ,ﾂﾑﾗﾉｼｮｳﾔｸﾁﾝﾋﾟ,ﾂﾑﾗﾉｼｮｳﾔｸﾁﾝﾋﾟ,,,False
610408316,ツムラの生薬トウキ,ﾂﾑﾗﾉｼｮｳﾔｸﾄｳｷ,ﾂﾑﾗﾉｼｮｳﾔｸﾄｳｷ,,,False
610408317,ツムラの生薬トウニン,ﾂﾑﾗﾉｼｮｳﾔｸﾄｳﾆﾝ,ﾂﾑﾗﾉｼｮｳﾔｸﾄｳﾆﾝ,,,False
610408318,ツムラの生薬ニンジン,ﾂﾑﾗﾉｼｮｳﾔｸﾆﾝｼﾞﾝ,ﾂﾑﾗﾉｼｮｳﾔｸﾆﾝｼﾞﾝ,,,False
610408319,ツムラの生薬ハッカ,ﾂﾑﾗﾉｼｮｳﾔｸﾊｯｶ,ﾂﾑﾗﾉｼｮｳﾔｸﾊｯｶ,,,False
610408320,ツムラの生薬ハンゲ,ﾂﾑﾗﾉｼｮｳﾔｸﾊﾝｹﾞ,ﾂﾑﾗﾉｼｮｳﾔｸﾊﾝｹﾞ,,,False
610408321,ツムラの生薬マオウ,ﾂﾑﾗﾉｼｮｳﾔｸﾏｵｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾏｵｳ,,,False
610408323,ツムラの生薬モクツウ,ﾂﾑﾗﾉｼｮｳﾔｸﾓｸﾂｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾓｸﾂｳ,,,False
610408324,ツムラの生薬ヨクイニン,ﾂﾑﾗﾉｼｮｳﾔｸﾖｸｲﾆﾝ,ﾂﾑﾗﾉｼｮｳﾔｸﾖｸｲﾆﾝ,,,False
610408325,ツムラの生薬リュウコツ,ﾂﾑﾗﾉｼｮｳﾔｸﾘｭｳｺﾂ,ﾂﾑﾗﾉｼｮｳﾔｸﾘｭｳｺﾂ,,,False
610408327,ツムラの生薬レンギョウ,ﾂﾑﾗﾉｼｮｳﾔｸﾚﾝｷﾞｮｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾚﾝｷﾞｮｳ,,,False
610408328,ツムラの生薬ゴシュユ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞｼｭﾕ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞｼｭﾕ,,,False
610408329,ツムラの生薬ゴシツ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞｼﾂ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞｼﾂ,,,False
610408330,ツムラの生薬ゴミシ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞﾐｼ,ﾂﾑﾗﾉｼｮｳﾔｸｺﾞﾐｼ,,,False
610408331,ツムラの生薬ジオウ,ﾂﾑﾗﾉｼｮｳﾔｸｼﾞｵｳ,ﾂﾑﾗﾉｼｮｳﾔｸｼﾞｵｳ,,,False
610408332,ツムラの生薬ダイオウ,ﾂﾑﾗﾉｼｮｳﾔｸﾀﾞｲｵｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾀﾞｲｵｳ,,,False
610408333,ツムラの生薬バクモンドウ,ﾂﾑﾗﾉｼｮｳﾔｸﾊﾞｸﾓﾝﾄﾞｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾊﾞｸﾓﾝﾄﾞｳ,,,False
610408334,ツムラの生薬ビャクシ,ﾂﾑﾗﾉｼｮｳﾔｸﾋﾞｬｸｼ,ﾂﾑﾗﾉｼｮｳﾔｸﾋﾞｬｸｼ,,,False
610408335,ツムラの生薬ビャクジュツ,ﾂﾑﾗﾉｼｮｳﾔｸﾋﾞｬｸｼﾞｭﾂ,ﾂﾑﾗﾉｼｮｳﾔｸﾋﾞｬｸｼﾞｭﾂ,,,False
610408337,ツムラの生薬ブクリョウ,ﾂﾑﾗﾉｼｮｳﾔｸﾌﾞｸﾘｮｳ,ﾂﾑﾗﾉｼｮｳﾔｸﾌﾞｸﾘｮｳ,,,False
610408338,ツムラの生薬ボウイ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞｳｲ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞｳｲ,,,False
610408339,ツムラの生薬ボタンピ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞﾀﾝﾋﾟ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞﾀﾝﾋﾟ,,,False
610408340,ツムラの生薬ボレイ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞﾚｲ,ﾂﾑﾗﾉｼｮｳﾔｸﾎﾞﾚｲ,,,False
610408352,トチモトのアキョウ,ﾄﾁﾓﾄﾉｱｷｮｳ,ﾄﾁﾓﾄﾉｱｷｮｳ,,,False
610408353,トチモトのアセンヤク末,ﾄﾁﾓﾄﾉｱｾﾝﾔｸﾏﾂ,ﾄﾁﾓﾄﾉｱｾﾝﾔｸﾏﾂ,,,False
610408354,トチモトのアマチャ,ﾄﾁﾓﾄﾉｱﾏﾁｬ,ﾄﾁﾓﾄﾉｱﾏﾁｬ,,,False
610408355,トチモトのアマチャ末,ﾄﾁﾓﾄﾉｱﾏﾁｬﾏﾂ,ﾄﾁﾓﾄﾉｱﾏﾁｬﾏﾂ,,,False
610408356,トチモトのアロエ末,ﾄﾁﾓﾄﾉｱﾛｴﾏﾂ,ﾄﾁﾓﾄﾉｱﾛｴﾏﾂ,,,False
610408358,トチモトのウイキョウ,ﾄﾁﾓﾄﾉｳｲｷｮｳ,ﾄﾁﾓﾄﾉｳｲｷｮｳ,,,False
610408359,トチモトのウワウルシ,ﾄﾁﾓﾄﾉｳﾜｳﾙｼ,ﾄﾁﾓﾄﾉｳﾜｳﾙｼ,,,False
610408360,トチモトのエイジツ,ﾄﾁﾓﾄﾉｴｲｼﾞﾂ,ﾄﾁﾓﾄﾉｴｲｼﾞﾂ,,,False
610408361,トチモトのエイジツ末,ﾄﾁﾓﾄﾉｴｲｼﾞﾂﾏﾂ,ﾄﾁﾓﾄﾉｴｲｼﾞﾂﾏﾂ,,,False
610408362,トチモトのエンゴサク,ﾄﾁﾓﾄﾉｴﾝｺﾞｻｸ,ﾄﾁﾓﾄﾉｴﾝｺﾞｻｸ,,,False
610408363,トチモトのオウレン,ﾄﾁﾓﾄﾉｵｳﾚﾝ,ﾄﾁﾓﾄﾉｵｳﾚﾝ,,,False
610408364,トチモトのオウレン末,ﾄﾁﾓﾄﾉｵｳﾚﾝﾏﾂ,ﾄﾁﾓﾄﾉｵｳﾚﾝﾏﾂ,,,False
610408365,トチモトのオウギ,ﾄﾁﾓﾄﾉｵｳｷﾞ,ﾄﾁﾓﾄﾉｵｳｷﾞ,,,False
610408366,トチモトのオウゴン,ﾄﾁﾓﾄﾉｵｳｺﾞﾝ,ﾄﾁﾓﾄﾉｵｳｺﾞﾝ,,,False
610408367,トチモトのオウゴン末,ﾄﾁﾓﾄﾉｵｳｺﾞﾝﾏﾂ,ﾄﾁﾓﾄﾉｵｳｺﾞﾝﾏﾂ,,,False
610408368,トチモトのオウバク,ﾄﾁﾓﾄﾉｵｳﾊﾞｸ,ﾄﾁﾓﾄﾉｵｳﾊﾞｸ,,,False
610408369,トチモトのオウバク末,ﾄﾁﾓﾄﾉｵｳﾊﾞｸﾏﾂ,ﾄﾁﾓﾄﾉｵｳﾊﾞｸﾏﾂ,,,False
610408370,トチモトのオンジ,ﾄﾁﾓﾄﾉｵﾝｼﾞ,ﾄﾁﾓﾄﾉｵﾝｼﾞ,,,False
610408371,トチモトのオンジ末,ﾄﾁﾓﾄﾉｵﾝｼﾞﾏﾂ,ﾄﾁﾓﾄﾉｵﾝｼﾞﾏﾂ,,,False
610408372,トチモトのカッコン,ﾄﾁﾓﾄﾉｶｯｺﾝ,ﾄﾁﾓﾄﾉｶｯｺﾝ,,,False
610408373,トチモトのカッセキ,ﾄﾁﾓﾄﾉｶｯｾｷ,ﾄﾁﾓﾄﾉｶｯｾｷ,,,False
610408374,トチモトのカノコソウ,ﾄﾁﾓﾄﾉｶﾉｺｿｳ,ﾄﾁﾓﾄﾉｶﾉｺｿｳ,,,False
610408375,トチモトのカノコソウ末,ﾄﾁﾓﾄﾉｶﾉｺｿｳﾏﾂ,ﾄﾁﾓﾄﾉｶﾉｺｿｳﾏﾂ,,,False
610408376,トチモトのカロコン,ﾄﾁﾓﾄﾉｶﾛｺﾝ,ﾄﾁﾓﾄﾉｶﾛｺﾝ,,,False
610408377,トチモトの乾姜,ﾄﾁﾓﾄﾉｶﾝｷｮｳ,ﾄﾁﾓﾄﾉｶﾝｷｮｳ,,,False
610408378,トチモトのカンテン末,ﾄﾁﾓﾄﾉｶﾝﾃﾝﾏﾂ,ﾄﾁﾓﾄﾉｶﾝﾃﾝﾏﾂ,,,False
610408379,トチモトのカンゾウ,ﾄﾁﾓﾄﾉｶﾝｿﾞｳ,ﾄﾁﾓﾄﾉｶﾝｿﾞｳ,,,False
610408380,トチモトのカンゾウ末,ﾄﾁﾓﾄﾉｶﾝｿﾞｳﾏﾂ,ﾄﾁﾓﾄﾉｶﾝｿﾞｳﾏﾂ,,,False
610408381,トチモトのカゴソウ,ﾄﾁﾓﾄﾉｶｺﾞｿｳ,ﾄﾁﾓﾄﾉｶｺﾞｿｳ,,,False
610408382,トチモトのキョウニン,ﾄﾁﾓﾄﾉｷｮｳﾆﾝ,ﾄﾁﾓﾄﾉｷｮｳﾆﾝ,,,False
610408383,トチモトのキキョウ,ﾄﾁﾓﾄﾉｷｷｮｳ,ﾄﾁﾓﾄﾉｷｷｮｳ,,,False
610408384,トチモトのキキョウ末,ﾄﾁﾓﾄﾉｷｷｮｳﾏﾂ,ﾄﾁﾓﾄﾉｷｷｮｳﾏﾂ,,,False
610408385,トチモトのキササゲ,ﾄﾁﾓﾄﾉｷｻｻｹﾞ,ﾄﾁﾓﾄﾉｷｻｻｹﾞ,,,False
610408386,トチモトのキジツ,ﾄﾁﾓﾄﾉｷｼﾞﾂ,ﾄﾁﾓﾄﾉｷｼﾞﾂ,,,False
610408387,トチモトのクジン,ﾄﾁﾓﾄﾉｸｼﾞﾝ,ﾄﾁﾓﾄﾉｸｼﾞﾝ,,,False
610408388,トチモトのクジン末,ﾄﾁﾓﾄﾉｸｼﾞﾝﾏﾂ,ﾄﾁﾓﾄﾉｸｼﾞﾝﾏﾂ,,,False
610408389,トチモトのケイヒ,ﾄﾁﾓﾄﾉｹｲﾋ,ﾄﾁﾓﾄﾉｹｲﾋ,,,False
610408390,トチモトのケイヒ末,ﾄﾁﾓﾄﾉｹｲﾋﾏﾂ,ﾄﾁﾓﾄﾉｹｲﾋﾏﾂ,,,False
610408391,トチモトのケイガイ,ﾄﾁﾓﾄﾉｹｲｶﾞｲ,ﾄﾁﾓﾄﾉｹｲｶﾞｲ,,,False
610408392,トチモトのケツメイシ,ﾄﾁﾓﾄﾉｹﾂﾒｲｼ,ﾄﾁﾓﾄﾉｹﾂﾒｲｼ,,,False
610408393,トチモトのケンゴシ,ﾄﾁﾓﾄﾉｹﾝｺﾞｼ,ﾄﾁﾓﾄﾉｹﾝｺﾞｼ,,,False
610408394,トチモトのコウカ,ﾄﾁﾓﾄﾉｺｳｶ,ﾄﾁﾓﾄﾉｺｳｶ,,,False
610408395,トチモトのコウジン,ﾄﾁﾓﾄﾉｺｳｼﾞﾝ,ﾄﾁﾓﾄﾉｺｳｼﾞﾝ,,,False
610408396,トチモトのコウブシ,ﾄﾁﾓﾄﾉｺｳﾌﾞｼ,ﾄﾁﾓﾄﾉｺｳﾌﾞｼ,,,False
610408397,トチモトのコウブシ末,ﾄﾁﾓﾄﾉｺｳﾌﾞｼﾏﾂ,ﾄﾁﾓﾄﾉｺｳﾌﾞｼﾏﾂ,,,False
610408398,トチモトのコウベイ,ﾄﾁﾓﾄﾉｺｳﾍﾞｲ,ﾄﾁﾓﾄﾉｺｳﾍﾞｲ,,,False
610408399,トチモトのコウボク,ﾄﾁﾓﾄﾉｺｳﾎﾞｸ,ﾄﾁﾓﾄﾉｺｳﾎﾞｸ,,,False
610408400,トチモトのコウボク末,ﾄﾁﾓﾄﾉｺｳﾎﾞｸﾏﾂ,ﾄﾁﾓﾄﾉｺｳﾎﾞｸﾏﾂ,,,False
610408401,トチモトのコロンボ,ﾄﾁﾓﾄﾉｺﾛﾝﾎﾞ,ﾄﾁﾓﾄﾉｺﾛﾝﾎﾞ,,,False
610408402,トチモトのコロンボ末,ﾄﾁﾓﾄﾉｺﾛﾝﾎﾞﾏﾂ,ﾄﾁﾓﾄﾉｺﾛﾝﾎﾞﾏﾂ,,,False
610408403,トチモトのコンズランゴ,ﾄﾁﾓﾄﾉｺﾝｽﾞﾗﾝｺﾞ,ﾄﾁﾓﾄﾉｺﾝｽﾞﾗﾝｺﾞ,,,False
610408404,トチモトのサイコ,ﾄﾁﾓﾄﾉｻｲｺ,ﾄﾁﾓﾄﾉｻｲｺ,,,False
610408405,トチモトのサイシン,ﾄﾁﾓﾄﾉｻｲｼﾝ,ﾄﾁﾓﾄﾉｻｲｼﾝ,,,False
610408406,トチモトのサフラン,ﾄﾁﾓﾄﾉｻﾌﾗﾝ,ﾄﾁﾓﾄﾉｻﾌﾗﾝ,,,False
610408407,トチモトのサンキライ,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408408,トチモトのサンキライ末,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408409,トチモトのサンシュユ,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408410,トチモトのサンショウ,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408411,トチモトのサンショウ末,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408412,トチモトのサンシシ,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408413,トチモトのサンシシ末,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408414,トチモトのサンヤク,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408415,トチモトのサンズコン,ﾄﾁﾓﾄﾉ,ﾄﾁﾓﾄﾉ,,,False
610408416,トチモトのシャクヤク,ﾄﾁﾓﾄﾉｼｬｸﾔｸ,ﾄﾁﾓﾄﾉｼｬｸﾔｸ,,,False
610408417,トチモトのシャクヤク末,ﾄﾁﾓﾄﾉｼｬｸﾔｸﾏﾂ,ﾄﾁﾓﾄﾉｼｬｸﾔｸﾏﾂ,,,False
610408418,トチモトのシャゼンシ,ﾄﾁﾓﾄﾉｼｬｾﾞﾝｼ,ﾄﾁﾓﾄﾉｼｬｾﾞﾝｼ,,,False
610408419,トチモトのシャゼンソウ,ﾄﾁﾓﾄﾉｼｬｾﾞﾝｿｳ,ﾄﾁﾓﾄﾉｼｬｾﾞﾝｿｳ,,,False
610408420,トチモトのシュクシャ,ﾄﾁﾓﾄﾉｼｭｸｼｬ,ﾄﾁﾓﾄﾉｼｭｸｼｬ,,,False
610408421,トチモトのシュクシャ末,ﾄﾁﾓﾄﾉｼｭｸｼｬﾏﾂ,ﾄﾁﾓﾄﾉｼｭｸｼｬﾏﾂ,,,False
610408422,トチモトのショウキョウ,ﾄﾁﾓﾄﾉｼｮｳｷｮｳ,ﾄﾁﾓﾄﾉｼｮｳｷｮｳ,,,False
610408423,トチモトのショウキョウ末,ﾄﾁﾓﾄﾉｼｮｳｷｮｳﾏﾂ,ﾄﾁﾓﾄﾉｼｮｳｷｮｳﾏﾂ,,,False
610408424,トチモトのショウマ,ﾄﾁﾓﾄﾉｼｮｳﾏ,ﾄﾁﾓﾄﾉｼｮｳﾏ,,,False
610408425,トチモトのショウズク,ﾄﾁﾓﾄﾉｼｮｳｽﾞｸ,ﾄﾁﾓﾄﾉｼｮｳｽﾞｸ,,,False
610408426,トチモトのショウバク,ﾄﾁﾓﾄﾉｼｮｳﾊﾞｸ,ﾄﾁﾓﾄﾉｼｮｳﾊﾞｸ,,,False
610408427,トチモトのシコン,ﾄﾁﾓﾄﾉｼｺﾝ,ﾄﾁﾓﾄﾉｼｺﾝ,,,False
610408428,トチモトのセッコウ,ﾄﾁﾓﾄﾉｾｯｺｳ,ﾄﾁﾓﾄﾉｾｯｺｳ,,,False
610408429,トチモトのセネガ,ﾄﾁﾓﾄﾉｾﾈｶﾞ,ﾄﾁﾓﾄﾉｾﾈｶﾞ,,,False
610408430,トチモトのセネガ末,ﾄﾁﾓﾄﾉｾﾈｶﾞﾏﾂ,ﾄﾁﾓﾄﾉｾﾈｶﾞﾏﾂ,,,False
610408431,トチモトのセンキュウ,ﾄﾁﾓﾄﾉｾﾝｷｭｳ,ﾄﾁﾓﾄﾉｾﾝｷｭｳ,,,False
610408432,トチモトのセンキュウ末,ﾄﾁﾓﾄﾉｾﾝｷｭｳﾏﾂ,ﾄﾁﾓﾄﾉｾﾝｷｭｳﾏﾂ,,,False
610408433,トチモトのセンコツ,ﾄﾁﾓﾄﾉｾﾝｺﾂ,ﾄﾁﾓﾄﾉｾﾝｺﾂ,,,False
610408434,トチモトのセンナ,ﾄﾁﾓﾄﾉｾﾝﾅ,ﾄﾁﾓﾄﾉｾﾝﾅ,,,False
610408435,トチモトのセンナ末,ﾄﾁﾓﾄﾉｾﾝﾅﾏﾂ,ﾄﾁﾓﾄﾉｾﾝﾅﾏﾂ,,,False
610408436,トチモトのセンブリ,ﾄﾁﾓﾄﾉｾﾝﾌﾞﾘ,ﾄﾁﾓﾄﾉｾﾝﾌﾞﾘ,,,False
610408437,トチモトのセンブリ末,ﾄﾁﾓﾄﾉｾﾝﾌﾞﾘﾏﾂ,ﾄﾁﾓﾄﾉｾﾝﾌﾞﾘﾏﾂ,,,False
610408438,トチモトのソウハクヒ,ﾄﾁﾓﾄﾉｿｳﾊｸﾋ,ﾄﾁﾓﾄﾉｿｳﾊｸﾋ,,,False
610408439,トチモトのソウジュツ,ﾄﾁﾓﾄﾉｿｳｼﾞｭﾂ,ﾄﾁﾓﾄﾉｿｳｼﾞｭﾂ,,,False
610408440,トチモトのソウジュツ末,ﾄﾁﾓﾄﾉｿｳｼﾞｭﾂﾏﾂ,ﾄﾁﾓﾄﾉｿｳｼﾞｭﾂﾏﾂ,,,False
610408441,トチモトのソヨウ,ﾄﾁﾓﾄﾉｿﾖｳ,ﾄﾁﾓﾄﾉｿﾖｳ,,,False
610408442,トチモトのタイソウ,ﾄﾁﾓﾄﾉﾀｲｿｳ,ﾄﾁﾓﾄﾉﾀｲｿｳ,,,False
610408443,トチモトのタクシャ,ﾄﾁﾓﾄﾉﾀｸｼｬ,ﾄﾁﾓﾄﾉﾀｸｼｬ,,,False
610408444,トチモトのタクシャ末,ﾄﾁﾓﾄﾉﾀｸｼｬﾏﾂ,ﾄﾁﾓﾄﾉﾀｸｼｬﾏﾂ,,,False
